model,term,coefficient,std_error,t_value,p_value
M6_firm_year_fe,C(ticker)[T.000562.SZ],-0.21871603558739885,0.28560456886390995,-0.7658001987062631,0.44379519596711314
M6_firm_year_fe,C(ticker)[T.000563.SZ],-0.5603570846292998,0.31982310074272235,-1.7520844595902783,0.07975928604803224
M6_firm_year_fe,C(ticker)[T.000568.SZ],0.5441104440806401,0.8324105415638563,0.6536563593469341,0.5133332252043393
M6_firm_year_fe,C(ticker)[T.000572.SZ],-0.26295848038001324,0.27764702030357025,-0.9470963531051151,0.34358968290589675
M6_firm_year_fe,C(ticker)[T.000581.SZ],0.7002558203885216,0.5167539724427738,1.3551048617552122,0.1753841499451444
M6_firm_year_fe,C(ticker)[T.000596.SZ],2.130520461506243,1.1597551996544857,1.837043250283308,0.06620351079111132
M6_firm_year_fe,C(ticker)[T.000598.SZ],-0.32215154361284243,0.33453310929571617,-0.9629885194056268,0.3355532847106484
M6_firm_year_fe,C(ticker)[T.000612.SZ],-0.11872146319687275,0.40364189318450194,-0.29412572183781227,0.768661836551395
M6_firm_year_fe,C(ticker)[T.000616.SZ],0.07976225459994535,0.4999542490518005,0.15953910733076127,0.8732441496722051
M6_firm_year_fe,C(ticker)[T.000617.SZ],-0.6441256758869739,0.341132593072857,-1.8881974017340686,0.058999454515604635
